id,penalty,l1_ratio,alpha,max_iter,random_state,n_jobs,n_samples,n_features,n_classes,n_clusters_per_class,n_informative,flip_y,scale
96,l1,0.6800409836931776,0.01,291,266,8,1283,1159,4,4,11,0.09058378040106348,26.438235058625487
68,l2,0.8844695832508869,0.01,370,137,8,517,1263,8,4,11,0.08232039900944621,79.59594836706216
214,l1,0.7117987054728883,0.001,976,890,1,877,1239,7,4,8,0.0816200198024904,39.721434298304885
233,elasticnet,0.21763248948414635,0.0001,260,580,1,1215,1380,8,3,11,0.07287169135969516,20.67943706569913
370,l2,0.7172333815870092,0.0001,143,348,8,1397,207,5,4,10,0.03702253877541555,91.98383481223024
333,elasticnet,0.730113493115685,0.0001,429,32,4,594,998,2,2,6,0.08310802932094025,17.919484593081613
372,elasticnet,0.8046443510631133,0.01,625,304,2,642,510,5,2,9,0.07461348796240963,92.40808957696238
166,l1,0.5253313526383535,0.01,898,874,4,338,1064,6,5,10,0.06869228439620878,69.81606228655866
72,l1,0.2897555425407708,0.01,270,324,1,1296,1264,5,2,10,0.07304949065061782,36.7815713675826
332,l1,0.8122753683025937,0.0001,117,225,-1,392,126,3,3,10,0.025006391370166248,28.946609842369146
239,none,0.1639336340184217,0.01,876,139,2,975,608,3,4,9,0.016329502963466337,87.4073756589974
75,l1,0.4384201286058843,0.0001,460,2,-1,1126,1155,5,3,9,0.04794221509282807,25.32395358951146
172,l2,0.490443131223313,0.01,732,871,1,299,1081,7,3,8,0.05165195743601847,38.23551592410368
316,elasticnet,0.4625856007637138,0.01,702,958,4,839,675,4,4,9,0.0699976689191069,93.87227077776663
258,l1,0.7414253077402189,0.01,386,29,4,1223,642,2,4,7,0.06482461459662102,68.07701748459148
77,none,0.2259206739618292,0.001,797,646,1,819,543,4,2,8,0.029815751838417264,95.31878888064443
365,l2,0.8784090455180803,0.01,419,538,8,454,852,7,4,10,0.035148611398506883,4.199950628156124
53,elasticnet,0.5207638153587055,0.001,397,670,2,497,770,2,5,10,0.07296265397572932,52.98487009901202
278,l2,0.7421305922218434,0.01,994,67,4,1221,867,3,2,8,0.06898387521588688,75.51702701752411
294,l1,0.4297451685054753,0.001,121,139,-1,940,1326,8,3,9,0.09947626893994248,11.839406392452785
86,elasticnet,0.6144576809408471,0.0001,723,528,-1,622,655,2,5,10,0.010718198006165693,80.29550416028638
89,elasticnet,0.2164564782421996,0.01,816,481,2,178,187,10,2,11,0.060596167079655525,33.88345781618676
237,none,0.5139094610201376,0.01,901,547,2,1030,373,2,2,8,0.04892275343242936,48.8794313475468
291,elasticnet,0.4980139329811902,0.0001,610,409,-1,1001,157,3,4,7,0.03833331415382028,84.65016207994447
162,l1,0.8720900849371241,0.01,352,558,2,1197,675,9,2,7,0.06407359069245791,56.94033004856058
229,l2,0.5289459017296293,0.001,533,293,8,647,1131,4,3,6,0.05992758696653432,71.16086803296494
108,l2,0.3257836573374268,0.01,555,631,-1,1285,1227,8,4,8,0.00803758476408114,66.71466471736042
202,none,0.1702093845288622,0.01,761,828,-1,1198,587,10,3,9,0.02056712770099589,62.062684031801126
380,l1,0.5376868971087058,0.0001,204,211,1,171,665,3,4,10,0.08030529053345957,1.527627275498228
5,l1,0.3588374957904995,0.001,986,94,4,1396,861,4,2,6,0.09748338067033964,31.973446813472968
111,l2,0.5424551003985583,0.01,478,675,4,252,483,2,4,8,0.002610211867030976,35.225683644161755
54,elasticnet,0.16735354478384448,0.001,199,527,8,637,415,3,4,9,0.005147936700897338,55.19891496988554
2,none,0.745885421981778,0.01,588,529,2,428,1198,2,5,6,0.030196244071848,17.999964008578203
116,none,0.15817688570499505,0.001,902,9,8,1194,480,7,4,8,0.05157171248318252,46.50837493374121
0,none,0.3040826375906649,0.0001,417,475,-1,1089,327,4,3,7,0.07479794945725239,24.24200892577237
308,none,0.3925782947720435,0.0001,344,386,4,553,451,9,4,9,0.003597340970125928,13.688879588373421
293,l2,0.1381575558835464,0.01,422,937,-1,553,599,9,2,9,0.006985513027771173,67.4783415301936
359,l1,0.8921512080230458,0.001,637,142,-1,972,1203,2,3,8,0.044198219235757966,74.56576250436765
46,elasticnet,0.44055626674393256,0.0001,480,139,2,1047,523,6,3,7,0.0410089248412041,34.274398784122624
133,elasticnet,0.2563330003826425,0.0001,334,368,4,873,1024,8,3,8,0.0732364142601657,56.14595972521085
119,elasticnet,0.1049491339292068,0.0001,500,505,-1,1339,1047,7,3,11,0.07623611207873457,7.063580260680572
180,elasticnet,0.4070260864577708,0.001,147,299,4,543,1039,10,5,12,0.057500188075698226,87.91822286186047
99,elasticnet,0.2541408234553223,0.001,348,990,4,1150,300,4,5,8,0.09305782416639607,98.07395408103052
213,l1,0.296887910310946,0.01,486,881,8,872,459,5,2,9,0.027269985955279564,88.40830746443773
352,l1,0.4829949829075927,0.001,473,741,2,335,685,4,5,9,0.021545680512527955,60.38409762432863
144,l2,0.8758115124100501,0.01,431,19,4,1256,761,2,3,7,0.09004000505540859,77.0460407786932
228,elasticnet,0.4941388653420732,0.01,214,646,2,1045,1332,5,2,6,0.02475463440113616,42.20259658689788
274,elasticnet,0.27076392890265377,0.01,506,484,1,1038,384,6,5,8,0.005484921931283604,84.65368241286329
290,l2,0.19910843365281325,0.0001,357,297,8,902,949,7,5,10,0.058107368044499584,11.092265932665699
121,elasticnet,0.26348436983256,0.01,112,664,4,1047,179,5,5,9,0.02041296464407203,59.35628169187532
110,none,0.14159254724095893,0.001,794,196,4,972,516,3,3,7,0.09320505311446327,70.87900402502727
220,l1,0.6561880718714065,0.0001,125,866,8,643,1099,10,5,9,0.06992101848322292,69.20799547328843
225,l1,0.8525638182223241,0.0001,175,180,-1,912,1339,3,3,9,0.02624161927682339,3.1175719167949403
26,elasticnet,0.3245782630431623,0.001,973,987,2,426,245,7,3,9,0.04222733998669916,81.57823513341063
398,l2,0.5359668563151643,0.01,691,46,8,1210,679,8,2,8,0.02651132597168353,31.22347973409429
168,elasticnet,0.5071485494253326,0.0001,727,881,-1,663,900,10,3,9,0.04199537066854733,20.46776908196692
256,none,0.7373226438911423,0.001,434,439,8,691,532,8,3,10,0.029941709589633925,10.771260267764282
242,none,0.304947180015529,0.01,414,809,1,921,1317,9,3,9,0.01941309015868642,2.8035737787392883
37,none,0.3789600115834346,0.001,265,571,8,602,530,3,4,7,0.011067881120143976,61.64210878490057
194,none,0.18819013051869304,0.01,876,414,2,776,717,9,3,10,0.02150673988079186,77.71206752389338
38,l1,0.8840075789107326,0.0001,944,502,2,1396,493,10,2,11,0.09174469185288536,61.53857986871042
344,l1,0.87023868983522,0.01,130,318,1,1255,296,3,4,10,0.09444688258697366,17.744131253447566
151,elasticnet,0.6802725094117619,0.0001,326,600,1,128,572,5,2,10,0.05486076773667449,97.6414924384023
62,l1,0.1458609365705768,0.0001,315,812,2,1157,459,4,3,9,0.09450055217448178,61.031256945023486
306,l1,0.2814667150899009,0.0001,892,700,-1,738,1096,7,3,9,0.036222650451647055,47.73892760030799
200,elasticnet,0.4398112425280624,0.0001,788,264,8,965,804,2,2,7,0.010796368111808896,17.304691100793562
285,elasticnet,0.6947504927067045,0.01,830,655,8,301,713,10,4,12,0.012632646954674509,55.28381855963242
310,none,0.3936962539328952,0.001,683,171,-1,281,131,8,2,9,0.05754966402390399,37.13461869050011
142,l1,0.5961669325409924,0.0001,464,924,1,1378,223,6,3,8,0.03714907049014589,50.742158383326824
51,elasticnet,0.5235378988965808,0.01,686,191,4,486,369,5,5,9,0.06909200940448465,99.1023199925683
83,elasticnet,0.6780894845426568,0.0001,247,245,4,229,947,9,4,9,0.0575133324697251,3.1904328790548213
122,l1,0.3371130031732249,0.0001,444,539,8,719,118,10,5,12,0.09192012128462497,69.02926792326046
117,elasticnet,0.8340401909975071,0.0001,224,697,8,1330,589,4,2,10,0.07248992827282058,32.81719608488261
391,l1,0.6313058916541832,0.01,623,207,1,898,438,6,2,9,0.03405744048773198,33.22328279294774
277,none,0.16217029306743566,0.001,990,818,-1,223,281,9,4,10,0.059626819204740035,7.087431442941779
154,none,0.7765813224622513,0.0001,221,628,-1,536,655,10,5,9,0.019354151133846555,73.0633664588311
303,elasticnet,0.8157758952494095,0.01,201,319,2,1079,355,8,5,9,0.029462862975402963,49.18840156201913
338,l2,0.26836231888155115,0.001,938,875,1,293,397,4,4,11,0.009693049738443659,28.58063694028075
95,none,0.3527926084115345,0.001,105,120,4,1057,1263,6,4,8,0.004817400208749856,42.038458863965005
141,elasticnet,0.760179375160248,0.001,701,0,-1,881,997,9,3,8,0.023105979287870573,38.80710655767568
319,elasticnet,0.3490628052025683,0.0001,252,201,1,660,1154,6,4,9,0.07308287130617731,23.008014497385716
173,elasticnet,0.2834518173072904,0.01,911,612,2,760,724,10,3,11,0.033390801036551135,53.705492408880346
169,l1,0.3618281360860565,0.01,948,732,1,271,1063,4,4,8,0.05031378137724033,12.866238094533164
85,none,0.5475678811273096,0.01,303,991,2,316,604,3,3,10,0.04378710609422018,44.34279013142904
382,l2,0.3907024665724035,0.001,538,719,2,148,781,9,2,7,0.016063999206712986,34.896070556600755
21,elasticnet,0.6600388540049907,0.001,280,443,8,336,646,3,5,6,0.06647163809040217,17.711963200158447
295,elasticnet,0.6854241281600014,0.01,454,532,4,589,439,6,2,8,0.08653268778933522,83.11068500815011
140,elasticnet,0.6473433654917187,0.0001,934,582,-1,703,1190,2,5,8,0.012635685293174449,10.122947757784571
362,l2,0.1857381395979233,0.001,829,311,2,624,435,2,3,6,0.08785592486847067,52.498795544455874
377,none,0.6580724129439074,0.01,805,840,1,1271,449,5,4,7,0.003503250354550536,59.38825128853716
312,l1,0.5798505410494261,0.0001,681,334,2,374,206,3,2,7,0.027331494756749418,15.384505372145984
19,elasticnet,0.7345661136846621,0.0001,365,736,2,1251,877,4,4,11,0.043639043188316434,89.98466958507774
120,l1,0.8360163655301228,0.01,113,7,2,624,816,9,4,11,0.01325872357029372,88.27767317338736
52,l1,0.6611519079087187,0.0001,172,485,1,1284,826,6,3,7,0.0668817724868153,55.35308721584628
347,l1,0.3566383190781113,0.01,994,219,-1,1185,1016,6,4,9,0.013481368699235774,52.49144977711307
98,l2,0.1938417667867386,0.01,277,955,8,619,280,5,2,7,0.045053202016621115,96.42851189119698
265,l2,0.18934434504896516,0.01,496,541,1,442,334,10,5,9,0.0008492288218113875,86.16927654268757
355,none,0.10314356491405788,0.001,755,902,-1,1320,1318,4,3,6,0.031493107493504056,33.09503413298641
381,l1,0.3265553640315371,0.001,997,399,1,878,1343,3,3,7,0.06416850382812883,2.41475583038412
56,elasticnet,0.5373272297946595,0.01,939,533,-1,280,585,7,4,10,0.03078456318351812,96.31701636546455
261,l1,0.11794886556197773,0.001,995,909,-1,270,1327,2,5,8,0.05859214738600145,97.83385701599408
138,elasticnet,0.7038365073474809,0.01,600,381,4,1284,830,3,3,7,0.09583045881403164,14.232170953141429
41,elasticnet,0.12301806509370294,0.001,833,375,4,219,1309,5,4,9,0.024287178213052898,10.269576434759331
346,elasticnet,0.18381445540432886,0.001,736,499,8,1343,313,10,5,9,0.09064271006525924,69.20797022297184
292,elasticnet,0.7234943743247965,0.001,656,974,8,627,1157,6,2,8,0.06068622786768934,55.1723221134714
246,l1,0.4220982957581634,0.01,289,156,-1,1116,618,8,5,12,0.0868976390826216,67.80598389887768
12,elasticnet,0.4219560914137737,0.001,618,460,4,628,195,3,5,9,0.077583934574177,12.870010336320872
286,none,0.3937814494377745,0.001,109,566,1,154,1315,9,5,9,0.0027781536428967304,48.3013638317039
152,elasticnet,0.3484600028279943,0.001,664,397,-1,476,548,6,5,11,0.04373877718496632,28.923969865478497
389,l1,0.4534371000695047,0.001,833,47,4,454,1063,4,2,9,0.03709737354967869,92.77979664850695
101,none,0.8369647116906359,0.01,392,170,4,1192,1195,8,5,8,0.06960539541802299,60.155830453130356
238,elasticnet,0.6241985099912714,0.001,428,470,2,774,1254,7,3,8,0.04268408833321339,72.4428978482093
374,l1,0.7055314615607798,0.001,696,341,2,638,414,8,2,8,0.04301991709325692,73.34466194372139
215,l1,0.8277616869232479,0.001,790,634,4,1231,1119,5,4,8,0.08610066034887953,91.63883515204719
334,elasticnet,0.7513742079445597,0.001,142,17,-1,173,110,8,3,7,0.09344655238863862,57.111432680594646
113,l1,0.26605189371711724,0.01,638,695,4,444,149,5,3,8,0.013493280489573023,87.95687312175033
270,none,0.4829423684366509,0.001,571,705,1,1058,755,6,5,11,0.06373081470137716,78.80992482336488
134,l2,0.8339017698004697,0.0001,350,42,1,936,1397,5,2,8,0.07427856903219665,15.520710302371848
61,none,0.6985907193837194,0.01,600,778,1,763,1394,2,4,10,0.010422641637534636,19.846280209093248
339,none,0.8857301305357054,0.0001,939,339,8,1010,818,9,2,11,0.07746203160047904,88.01789115967445
282,l2,0.888371033591307,0.0001,653,458,8,476,561,8,4,12,0.04659306468654552,13.457465420153124
205,elasticnet,0.4295577522720547,0.001,884,330,-1,179,1382,3,5,10,0.0668309470904093,83.06208972371378
109,l2,0.6039255965318284,0.0001,462,179,4,328,1039,7,5,8,0.025783833679965864,70.1185463968211
176,l1,0.38643597308805505,0.01,202,873,8,867,999,6,4,7,0.07497882988768294,42.466530242687504
301,l1,0.8929940187822996,0.01,711,396,1,680,230,5,5,9,0.0022774234179704263,9.767341017169556
325,l2,0.6650284602794916,0.0001,105,791,8,259,256,3,5,9,0.05774604982596381,20.143950801256178
267,l1,0.4704882656236645,0.001,371,12,8,1287,152,7,3,8,0.047486717757583265,63.07721520557797
126,elasticnet,0.8153791073838983,0.0001,957,532,1,1395,802,3,2,7,0.002301650560204449,79.58992667785327
397,none,0.283562997049592,0.01,789,566,2,420,1345,7,5,10,0.0852418300386026,64.50676131142441
148,none,0.18641051921546872,0.001,286,740,4,321,861,10,2,9,0.09148767335931407,60.56571400760056
388,l2,0.2765672152665779,0.001,663,399,8,799,1061,9,2,9,0.09154811124803204,59.87994131051039
188,l1,0.15805986621490398,0.01,782,26,-1,308,1192,3,5,6,0.013620028346648985,98.5442579088442
322,l1,0.8277207207024059,0.001,980,456,4,282,1382,7,5,10,0.024003016763723864,13.700659436897476
235,l1,0.18304183022480489,0.01,340,21,8,815,1164,8,3,11,0.0384448810865959,25.21642600413196
394,elasticnet,0.7994462003081756,0.01,857,324,2,842,483,2,3,8,0.06291723130721599,23.108980683213076
42,l2,0.6675707781727888,0.001,976,842,8,1217,113,7,4,11,0.07200079964563827,43.58349769783685
288,l1,0.565157465926624,0.0001,812,952,4,708,1112,7,3,11,0.07226587919070869,85.93360037918785
